Movie Name,Storyline
Beverly Hills Cop: Axel F,Axel Foley returns to Beverly Hills after his daughter's life is threatened for a family reunion that includes old pals John Taggart and Billy Rosewood to uncover a conspiracy.
Look Back,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together."
Back to Black,"The life and music of singer Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time."
Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction."
La Cocina,"In the heart of a bustling Times Square kitchen, dreams and desperation collide as the staff each chase the elusive American dream."
Blitz,The stories of a group of Londoners during the German bombing campaign of the British capital during World War II.
Joy,"3 trailblazers: a young nurse, a visionary scientist and an innovative surgeon face opposition from the church, state, media, and medical establishment in their pursuit of the world's first 'test tube baby,' Louise Joy Brown."
Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity."
Sacramento,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento."
The Friend,"When a solitary writer adopts and bonds with a Great Dane that belonged to a late friend, she begins to come to terms with her past and her own creative inner life."
Lover Stalker Killer,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme."
Shelby Oaks,A woman's obsessive search for her missing sister leads her into a terrifying mystery at the hands of an unknown evil.
Bob Trevino Likes It,"When lonely 20-something Lily Trevino accidentally befriends a stranger online who shares the same name as her own self-centered father, encouragement and support from this new Bob Trevino could change her life."
Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.
The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him."
Emmanuelle,"In search of a lost pleasure, Emmanuelle travels alone to Hong Kong on a business mission. In the vibrant and sensual global city, she indulges in intense encounters and new experiences."
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine."
Heresy,"In a medieval Dutch village, a young woman is caught between her faith, fanatic townsfolk and the dark forces lurking in the woods."
Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover that the island they're on is inhabited by a serial killer.
Hellboy: The Crooked Man,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man."
The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
Space Cadet,"Rex, a Florida party girl, turns out to be the only hope for the NASA space program after a fluke puts her in training with other candidates who may have better resumés, but don't have her smarts, heart, and moxie."
Lazareth,"Lee protects her orphaned nieces Imogen and Maeve from a self-destructing world, raising them in isolation until an outsider threatens their peaceful existence."
Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever."
MadS,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn."
Monkey's Magic Merry Go Round,"A children's TV show host, ensnared in a case of amnesia, must confront his missing memories as his puppet co-stars turn on him."
The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket."
